행정동,상권활성화지수,상권활성화_SNS,젠트리피케이션지수,젠트리피케이션_SNS,클러스터,시,구,동,합산지수
서울특별시 송파구 가락1동,5.733687596126218,1.3769178864021216,1.884093565537552,0.6183111660995978,위험_균형진행형,서울특별시,송파구,가락1동,9.61301021416549
서울특별시 송파구 가락2동,4.437889891624479,0.0,0.2344082960038763,0.0,주의,서울특별시,송파구,가락2동,4.672298187628356
서울특별시 송파구 가락본동,4.449955596964598,0.0,-0.3274730690571399,0.0,주의,서울특별시,송파구,가락본동,4.122482527907458
서울특별시 구로구 가리봉동,4.006997511078088,0.2735519888346127,0.4666231524584254,0.3657593566347045,경계,서울특별시,구로구,가리봉동,5.112932009005832
서울특별시 금천구 가산동,6.258861177563685,2.511262617143477,0.0118142161765723,0.8447262604392205,위험_균형진행형,서울특별시,금천구,가산동,9.626664271322957
서울특별시 강서구 가양1동,4.308008343999443,0.0,-0.178787853464805,0.0,주의,서울특별시,강서구,가양1동,4.129220490534638
서울특별시 종로구 가회동,5.051165780021974,0.6374117223257614,0.3496585423152067,0.2264150943396226,위험_균형진행형,서울특별시,종로구,가회동,6.264651139002565
서울특별시 은평구 갈현1동,4.468417009050737,0.7240167474894367,0.0343905076347038,0.2264150943396226,경계,서울특별시,은평구,갈현1동,5.4532393585145
서울특별시 은평구 갈현2동,3.7205756816237208,0.0,0.3171676891988607,0.0,주의,서울특별시,은평구,갈현2동,4.037743370822581
서울특별시 강동구 강일동,2.629798936766599,0.0911839962782042,-0.1973054101528911,0.0,일반,서울특별시,강동구,강일동,2.523677522891912
서울특별시 구로구 개봉1동,3.7831678730886487,0.0,0.6198926658086795,0.0,주의,서울특별시,구로구,개봉1동,4.4030605388973285
서울특별시 구로구 개봉2동,3.9652215606490095,0.0,0.7504079833631377,0.0,주의,서울특별시,구로구,개봉2동,4.715629544012147
서울특별시 구로구 개봉3동,3.036664227305832,0.6428669450619586,-0.723696640713388,0.2264150943396226,일반,서울특별시,구로구,개봉3동,3.182249625994025
서울특별시 강남구 개포2동,3.812732358381113,1.0887527326022537,0.389400066406723,0.6183111660995978,경계,서울특별시,강남구,개포2동,5.909196323489687
서울특별시 강남구 개포4동,3.887289570166669,0.0,-0.2292974289540761,0.0,일반,서울특별시,강남구,개포4동,3.657992141212593
서울특별시 송파구 거여1동,3.601071878583568,0.0,1.2383907056903534,0.0,경계,서울특별시,송파구,거여1동,4.839462584273921
서울특별시 송파구 거여2동,4.065050283477209,0.2835861826853389,0.2565983394051909,0.1132075471698113,주의,서울특별시,송파구,거여2동,4.718442352737549
서울특별시 강동구 고덕1동,2.736320711444816,0.0,1.2904062901562088,0.0,주의,서울특별시,강동구,고덕1동,4.026727001601024
서울특별시 강동구 고덕2동,3.537840834829611,1.386952080252848,3.552282940815492,0.2264150943396226,위험_젠트리피케이션과열형,서울특별시,강동구,고덕2동,8.703490950237573
서울특별시 구로구 고척1동,4.128033677657735,0.5872407530721303,1.0561312126554427,0.1393442622950819,경계,서울특별시,구로구,고척1동,5.910749905680389
서울특별시 구로구 고척2동,3.395018891505446,0.0,0.2218934072106016,0.0,일반,서울특별시,구로구,고척2동,3.616912298716048
서울특별시 마포구 공덕동,4.259534772394437,1.2547550569500707,0.0714539740570066,0.6183111660995978,경계,서울특별시,마포구,공덕동,6.204054969501112
서울특별시 노원구 공릉1동,3.796168565641873,0.0,0.2894463986567765,0.0,주의,서울특별시,노원구,공릉1동,4.0856149642986495
서울특별시 노원구 공릉2동,4.193415244382322,0.0,-0.7290174872312427,0.0,일반,서울특별시,노원구,공릉2동,3.46439775715108
서울특별시 강서구 공항동,3.774093725768254,0.1367759944173063,-0.0098607521335983,0.0,일반,서울특별시,강서구,공항동,3.901008968051962
서울특별시 광진구 광장동,3.4767165198024053,0.865371713021272,-0.0550072656890954,0.1132075471698113,주의,서울특별시,광진구,광장동,4.400288514304393
서울특별시 중구 광희동,5.45174834026103,0.1367759944173063,0.7154300005359573,0.0,위험_균형진행형,서울특별시,중구,광희동,6.303954335214294
서울특별시 종로구 교남동,5.391203213983294,0.0,0.1289750206286523,0.1132075471698113,경계,서울특별시,종로구,교남동,5.633385781781758
서울특별시 구로구 구로2동,3.587821885288922,0.0,0.650010640219505,0.0,주의,서울특별시,구로구,구로2동,4.237832525508427
서울특별시 구로구 구로3동,5.000175946690828,0.0,0.1858426687154342,0.0,경계,서울특별시,구로구,구로3동,5.186018615406263
서울특별시 구로구 구로4동,3.7436212965281808,0.0,-0.2423573842736478,0.0,일반,서울특별시,구로구,구로4동,3.501263912254533
서울특별시 구로구 구로5동,4.421464840075363,1.842872061643869,0.3372042392830806,0.2264150943396226,위험_균형진행형,서울특별시,구로구,구로5동,6.827956235341936
서울특별시 은평구 구산동,3.096517356198137,0.1367759944173063,0.2989491762624763,0.0,일반,서울특별시,은평구,구산동,3.53224252687792
서울특별시 광진구 구의1동,4.463811052364328,0.0,-0.1916710775632789,0.0,주의,서울특별시,광진구,구의1동,4.272139974801049
서울특별시 광진구 구의2동,3.5493938588314418,1.508238658083231,-0.340729824145767,0.0,주의,서울특별시,광진구,구의2동,4.7169026927689055
서울특별시 광진구 구의3동,4.118783769923735,0.0,0.2629991876404914,0.0,주의,서울특별시,광진구,구의3동,4.381782957564226
서울특별시 광진구 군자동,5.456920607147314,0.6127643635097799,-0.0490767443295836,0.0,경계,서울특별시,광진구,군자동,6.020608226327511
서울특별시 성동구 금호1가동,3.278903820242131,1.3614284698151984,-0.3862871613579397,0.8185895453139498,경계,서울특별시,성동구,금호1가동,5.072634674013339
서울특별시 성동구 금호4가동,3.836159850814292,0.0,-0.5353954713502758,0.0,일반,서울특별시,성동구,금호4가동,3.300764379464016
서울특별시 강동구 길동,4.085209336652258,3.376634330164749,0.0221700675533971,1.410763996288277,위험_균형진행형,서울특별시,강동구,길동,8.894777730658681
서울특별시 성북구 길음1동,3.224057982078394,0.0,0.3181065678114647,0.0,일반,서울특별시,성북구,길음1동,3.542164549889858
서울특별시 성북구 길음2동,3.662138289889576,0.0,0.6261334094084599,0.0,주의,서울특별시,성북구,길음2동,4.288271699298036
서울특별시 관악구 낙성대동,5.257891066680342,0.0455919981391021,0.2359610760715975,0.0,경계,서울특별시,관악구,낙성대동,5.5394441408910415
서울특별시 관악구 난곡동,3.7446465494393455,0.3237229580882438,-0.3863795024370907,0.1132075471698113,일반,서울특별시,관악구,난곡동,3.79519755226031
서울특별시 관악구 난향동,3.458340342768055,0.0,0.7662441381800572,0.0,주의,서울특별시,관악구,난향동,4.224584480948113
서울특별시 서대문구 남가좌1동,3.777772517299484,0.0,1.3854918960951454,0.0,경계,서울특별시,서대문구,남가좌1동,5.1632644133946295
서울특별시 서대문구 남가좌2동,4.018451790472055,0.2024363802578609,0.7167449020234262,0.0,경계,서울특별시,서대문구,남가좌2동,4.937633072753342
서울특별시 용산구 남영동,7.083960819568009,1.4270888556557528,0.1438022485474727,0.2525518094648932,위험_상권발달형,서울특별시,용산구,남영동,8.907403733236128
서울특별시 관악구 남현동,4.461966400256694,0.3036545703867913,0.3452649987091302,0.0,경계,서울특별시,관악구,남현동,5.110885969352615
서울특별시 서초구 내곡동,2.854866397924276,0.2680967660984155,0.4795681634952909,0.1132075471698113,일반,서울특별시,서초구,내곡동,3.7157388746877937
서울특별시 동작구 노량진1동,11.210308889202611,0.0,-0.0595132080184728,0.0,위험_상권발달형,서울특별시,동작구,노량진1동,11.15079568118414
서울특별시 동작구 노량진2동,4.228432803889319,0.0,-0.3177525757896107,0.0,일반,서울특별시,동작구,노량진2동,3.9106802280997086
서울특별시 은평구 녹번동,3.620910655061557,0.0,0.8683022109672125,0.0,주의,서울특별시,은평구,녹번동,4.489212866028769
서울특별시 강남구 논현1동,7.266498022401732,0.0,0.0417336349307324,0.0,위험_상권발달형,서울특별시,강남구,논현1동,7.308231657332465
서울특별시 강남구 논현2동,6.379241678756183,6.454193061057237,-0.0985945274490607,2.177080111351686,위험_균형진행형,서울특별시,강남구,논현2동,14.911920323716046
서울특별시 광진구 능동,4.360008125242899,3.331918583647316,0.2708446806774116,0.5660377358490566,위험_균형진행형,서울특별시,광진구,능동,8.528809125416684
서울특별시 중구 다산동,4.791859617087493,0.7240167474894367,-0.1781193585963482,0.0,경계,서울특별시,중구,다산동,5.337757005980581
서울특별시 동대문구 답십리1동,3.39887324229612,0.0,0.0904526379766039,0.0,일반,서울특별시,동대문구,답십리1동,3.489325880272724
서울특별시 동대문구 답십리2동,3.374877188247837,0.0556261919898283,1.0455451195413437,0.0,주의,서울특별시,동대문구,답십리2동,4.47604849977901
서울특별시 영등포구 당산1동,5.213873688794381,0.0455919981391021,0.9752432689340405,0.0,위험_균형진행형,서울특별시,영등포구,당산1동,6.234708955867523
서울특별시 영등포구 당산2동,4.753595591374049,0.0,-0.1994620405398409,0.0,주의,서울특별시,영등포구,당산2동,4.554133550834208
서울특별시 영등포구 대림1동,3.748153850691791,0.0,0.2765803478867518,0.0,주의,서울특별시,영등포구,대림1동,4.024734198578543
서울특별시 영등포구 대림2동,3.6539881411595294,0.0,-0.2936192331042537,0.0,일반,서울특별시,영등포구,대림2동,3.360368908055276
서울특별시 영등포구 대림3동,4.065065829077241,0.0,-0.4243719294783025,0.0,일반,서울특별시,영등포구,대림3동,3.640693899598938
서울특별시 동작구 대방동,4.147248261010563,0.3747701789635432,0.0801063702367261,0.0,주의,서울특별시,동작구,대방동,4.6021248102108325
서울특별시 은평구 대조동,3.905575790094751,0.5161251444953785,0.3574917812033132,0.0,주의,서울특별시,은평구,대조동,4.779192715793442
서울특별시 강남구 대치1동,4.994399306691386,6.675821577394882,0.3460551547713316,3.8753479740179406,위험_관심집중형,서울특별시,강남구,대치1동,15.89162401287554
서울특별시 강남구 대치2동,9.047546027070563,0.0,-0.2974245088644714,0.0,위험_상권발달형,서울특별시,강남구,대치2동,8.750121518206091
서울특별시 강남구 대치4동,6.026673409216206,0.0,0.1049130853343867,0.0,경계,서울특별시,강남구,대치4동,6.131586494550593
서울특별시 관악구 대학동,5.084237078431762,0.5717513364852069,0.0321137358845459,0.0,경계,서울특별시,관악구,대학동,5.688102150801515
서울특별시 마포구 대흥동,4.769674893403286,0.6073091407735828,0.1259620800011897,1.1234147850293843,위험_균형진행형,서울특별시,마포구,대흥동,6.626360899207443
서울특별시 서초구 도곡1동,5.125192045057052,0.0,0.0293916138246266,0.0,경계,서울특별시,서초구,도곡1동,5.154583658881678
서울특별시 강남구 도곡2동,5.328261895150561,1.979648056061176,1.1518053493012184,0.2264150943396226,위험_균형진행형,서울특별시,강남구,도곡2동,8.68613039485258
서울특별시 영등포구 도림동,3.5321362800515583,0.4203621771026452,0.6676327990981096,0.1132075471698113,주의,서울특별시,영등포구,도림동,4.733338803422125
서울특별시 도봉구 도봉1동,3.2989069670758497,0.0,0.0201158187044419,0.0,일반,서울특별시,도봉구,도봉1동,3.319022785780292
서울특별시 도봉구 도봉2동,2.700176140840914,0.0556261919898283,0.3681390713143959,0.0,일반,서울특별시,도봉구,도봉2동,3.123941404145138
서울특별시 마포구 도화동,5.31903854106679,0.5972749469228567,-0.0005539948683462,0.0,경계,서울특별시,마포구,도화동,5.915759493121302
서울특별시 금천구 독산1동,4.939319744488287,1.023092346761699,0.6047981701376856,0.2264150943396226,위험_균형진행형,서울특별시,금천구,독산1동,6.793625355727294
서울특별시 금천구 독산2동,3.678469108279251,0.0,0.7221321516417648,0.0,주의,서울특별시,금천구,독산2동,4.400601259921016
서울특별시 금천구 독산3동,3.7088729238389577,0.0,-0.570164838420631,0.0,일반,서울특별시,금천구,독산3동,3.138708085418327
서울특별시 금천구 독산4동,3.6180679745564346,0.0,-0.3126522703339384,0.0,일반,서울특별시,금천구,독산4동,3.3054157042224963
서울특별시 성북구 동선동,5.143287017024326,0.4860225629431999,-0.3733738958485069,0.2525518094648932,경계,서울특별시,성북구,동선동,5.508487493583911
서울특별시 중구 동화동,4.21116372949261,0.0556261919898283,-0.1890422686921487,0.0,주의,서울특별시,중구,동화동,4.07774765279029
서울특별시 강동구 둔촌2동,3.141068843485679,1.301223306710841,-0.1524529012916981,0.5051036189297865,경계,서울특별시,강동구,둔촌2동,4.794942867834608
서울특별시 강서구 등촌1동,4.486629549712596,0.0,0.3119341992676188,0.0,경계,서울특별시,강서구,등촌1동,4.798563748980214
서울특별시 강서구 등촌2동,3.478708586010129,1.2911891128601145,-1.2699729893416667,0.7924528301886793,주의,서울특별시,강서구,등촌2동,4.292377539717256
서울특별시 강서구 등촌3동,4.14479593334494,0.0,0.2565140688461417,0.0,주의,서울특별시,강서구,등촌3동,4.401310002191082
서울특별시 성동구 마장동,3.8498419818307146,1.5027834353470335,0.6635922735214645,0.2525518094648932,위험_균형진행형,서울특별시,성동구,마장동,6.2687695001641055
서울특별시 송파구 마천1동,3.4570152138080115,0.1112523839796567,0.0201544360629119,0.0,일반,서울특별시,송파구,마천1동,3.58842203385058
서울특별시 송파구 마천2동,3.507934010176368,0.0,-0.1308371787670186,0.0,일반,서울특별시,송파구,마천2동,3.377096831409349
서울특별시 중랑구 망우3동,3.381433457813384,0.4759883690924736,0.0894846286751008,0.2264150943396226,주의,서울특별시,중랑구,망우3동,4.173321549920582
서울특별시 중랑구 망우본동,3.3693712913203155,0.0,-0.1396020518800997,0.0,일반,서울특별시,중랑구,망우본동,3.229769239440216
서울특별시 마포구 망원1동,4.972886561122015,0.0,0.1818605569215457,0.0,경계,서울특별시,마포구,망원1동,5.154747118043561
서울특별시 마포구 망원2동,4.384172126353461,0.0,0.57189751727086,0.0,경계,서울특별시,마포구,망원2동,4.956069643624321
서울특별시 중랑구 면목2동,3.557693169077416,0.0,-0.0253225235536245,0.0,일반,서울특별시,중랑구,면목2동,3.5323706455237915
서울특별시 중랑구 면목4동,3.132765271601216,0.0,0.8844890539486617,0.0,주의,서울특별시,중랑구,면목4동,4.017254325549878
서울특별시 중랑구 면목5동,3.647555091907526,0.0,1.160152807941471,0.0,경계,서울특별시,중랑구,면목5동,4.807707899848997
서울특별시 중랑구 면목7동,3.332066765964391,0.0,-0.400417193512956,0.0,일반,서울특별시,중랑구,면목7동,2.9316495724514358
서울특별시 중랑구 면목본동,3.798045443918909,0.0,-0.0914543686705426,0.0,일반,서울특별시,중랑구,면목본동,3.706591075248366
서울특별시 중구 명동,9.836899510647434,12.745743925131087,0.0993333653566838,8.858929786575924,위험_관심집중형,서울특별시,중구,명동,31.54090658771113
서울특별시 강동구 명일1동,3.889119497873372,0.5471039776692254,-0.6819163627602781,0.0,일반,서울특별시,강동구,명일1동,3.7543071127823193
서울특별시 강동구 명일2동,4.185986925581474,0.0,0.7556794280715762,0.0,경계,서울특별시,강동구,명일2동,4.9416663536530505
서울특별시 양천구 목1동,3.464257851963421,9.930293078107582,0.0596411846690512,3.457315187132694,위험_관심집중형,서울특별시,양천구,목1동,16.911507301872746
서울특별시 양천구 목2동,3.964552925735493,0.0,0.0017036398817281,0.0,일반,서울특별시,양천구,목2동,3.966256565617221
서울특별시 양천구 목3동,4.197615869349913,0.0,0.1749838031111717,0.0,주의,서울특별시,양천구,목3동,4.372599672461084
서울특별시 양천구 목4동,3.340191553272837,0.0,-0.0641965095464828,0.0,일반,서울특별시,양천구,목4동,3.275995043726354
서울특별시 중랑구 묵1동,3.414085595911991,0.1924021864071346,-0.2934043066185077,0.1132075471698113,일반,서울특별시,중랑구,묵1동,3.426291022870429
서울특별시 중랑구 묵2동,3.6032919136560526,0.0,0.0053442430605517,0.0,일반,서울특별시,중랑구,묵2동,3.608636156716604
서울특별시 영등포구 문래동,5.147073071530043,4.687891830726317,1.2910634671828771,8.424212805443858,위험_관심집중형,서울특별시,영등포구,문래동,19.55024117488309
서울특별시 송파구 문정1동,4.313029933760681,0.0,0.235186763804242,0.0,주의,서울특별시,송파구,문정1동,4.548216697564922
서울특별시 송파구 문정2동,4.786919765225263,1.3212916944122934,0.2086288889595433,0.9317970924837612,위험_균형진행형,서울특별시,송파구,문정2동,7.248637441080861
서울특별시 관악구 미성동,3.679346130441857,0.1012181901289304,0.9513953159012632,0.0,주의,서울특별시,관악구,미성동,4.731959636472051
서울특별시 강북구 미아동,4.009172193268527,1.4827150476455813,0.7532326395977174,0.0,위험_균형진행형,서울특별시,강북구,미아동,6.245119880511826
서울특별시 서초구 반포1동,5.616375168628008,0.0,0.0240267819406621,0.0,경계,서울특별시,서초구,반포1동,5.64040195056867
서울특별시 서초구 반포4동,5.2645828654452576,2.038976967543865,-0.3756043850953634,1.1495515001546552,위험_균형진행형,서울특별시,서초구,반포4동,8.077506948048413
서울특별시 서초구 반포본동,4.198840524005714,0.0,1.5945938661101613,0.0,경계,서울특별시,서초구,반포본동,5.793434390115875
서울특별시 강서구 발산1동,3.815020038302997,0.5115461733808495,-0.5887643547237207,0.2264150943396226,일반,서울특별시,강서구,발산1동,3.964216951299748
서울특별시 서초구 방배1동,5.188074260047862,2.667230747640568,0.3537031121208587,1.071141354778843,위험_균형진행형,서울특별시,서초구,방배1동,9.280149474588132
서울특별시 서초구 방배2동,5.554037853361892,0.0,0.6800290103997132,0.0,경계,서울특별시,서초구,방배2동,6.234066863761606
서울특별시 서초구 방배4동,4.541195376186582,0.0,0.4374419310541373,0.0,경계,서울특별시,서초구,방배4동,4.97863730724072
서울특별시 서초구 방배본동,4.338379191318838,0.0,0.1972727344396038,0.0,주의,서울특별시,서초구,방배본동,4.535651925758442
서울특별시 송파구 방이1동,4.280867814568307,4.025832749584573,0.3996265976471148,1.018867924528302,위험_균형진행형,서울특별시,송파구,방이1동,9.725195086328297
서울특별시 송파구 방이2동,8.01448670748934,0.0,0.6134643657509979,0.0,위험_상권발달형,서울특별시,송파구,방이2동,8.627951073240338
